Sequence,EventName,ClientComponent,ClientFunction,ServerComponent,ServerFunction,RelationshipType,EventTimestamp
2363,getExpandedExpression,/extern/Catch2/single_include/catch2/catch.hpp,printReconstructedExpression,/extern/Catch2/single_include/catch2/catch.hpp,getExpandedExpression,Command,2026-05-22T12:42:11.787085Z
2364,indent,/extern/Catch2/single_include/catch2/catch.hpp,printReconstructedExpression,/extern/Catch2/single_include/catch2/catch.hpp,indent,Command,2026-05-22T12:42:11.788085Z
2365,indent,/extern/Catch2/single_include/catch2/catch.hpp,printMessage,/extern/Catch2/single_include/catch2/catch.hpp,indent,Command,2026-05-22T12:42:11.789085Z
2366,getSourceInfo,/extern/Catch2/single_include/catch2/catch.hpp,printSourceInfo,/extern/Catch2/single_include/catch2/catch.hpp,getSourceInfo,Command,2026-05-22T12:42:11.790085Z
2367,width,/extern/Catch2/single_include/catch2/catch.hpp,open,/extern/Catch2/single_include/catch2/catch.hpp,width,Command,2026-05-22T12:42:11.791085Z
2368,getLineOfChars,/extern/Catch2/single_include/catch2/catch.hpp,open,/extern/Catch2/single_include/catch2/catch.hpp,getLineOfChars,Command,2026-05-22T12:42:11.792085Z
2369,StreamingReporterBase,/extern/Catch2/single_include/catch2/catch.hpp,ConsoleReporter,/extern/Catch2/single_include/catch2/catch.hpp,StreamingReporterBase,Command,2026-05-22T12:42:11.793085Z
2370,stream,/extern/Catch2/single_include/catch2/catch.hpp,ConsoleReporter,/extern/Catch2/single_include/catch2/catch.hpp,stream,Command,2026-05-22T12:42:11.794085Z
2371,benchmarkNoAnalysis,/extern/Catch2/single_include/catch2/catch.hpp,ConsoleReporter,/extern/Catch2/single_include/catch2/catch.hpp,benchmarkNoAnalysis,Command,2026-05-22T12:42:11.795085Z
2372,fullConfig,/extern/Catch2/single_include/catch2/catch.hpp,ConsoleReporter,/extern/Catch2/single_include/catch2/catch.hpp,fullConfig,Command,2026-05-22T12:42:11.796085Z
2373,includeSuccessfulResults,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,includeSuccessfulResults,Command,2026-05-22T12:42:11.797085Z
2374,isOk,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,isOk,Command,2026-05-22T12:42:11.798085Z
2375,getResultType,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,getResultType,Command,2026-05-22T12:42:11.799085Z
2376,lazyPrint,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrint,Command,2026-05-22T12:42:11.800085Z
2377,print,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,print,Command,2026-05-22T12:42:11.801085Z
2378,close,/extern/Catch2/single_include/catch2/catch.hpp,sectionStarting,/extern/Catch2/single_include/catch2/catch.hpp,close,Command,2026-05-22T12:42:11.802085Z
2379,sectionStarting,/extern/Catch2/single_include/catch2/catch.hpp,sectionStarting,/extern/Catch2/single_include/catch2/catch.hpp,sectionStarting,Command,2026-05-22T12:42:11.803085Z
2380,close,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,close,Command,2026-05-22T12:42:11.804085Z
2381,lazyPrint,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrint,Command,2026-05-22T12:42:11.805085Z
2382,shouldShowDuration,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,shouldShowDuration,Command,2026-05-22T12:42:11.806085Z
2383,shouldShowDuration,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,shouldShowDuration,Command,2026-05-22T12:42:11.807085Z
2384,getFormattedDuration,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,getFormattedDuration,Command,2026-05-22T12:42:11.808085Z
2385,getFormattedDuration,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,getFormattedDuration,Command,2026-05-22T12:42:11.809085Z
2386,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,/extern/Catch2/single_include/catch2/catch.hpp,sectionEnded,Command,2026-05-22T12:42:11.810085Z
2387,close,/extern/Catch2/single_include/catch2/catch.hpp,testCaseEnded,/extern/Catch2/single_include/catch2/catch.hpp,close,Command,2026-05-22T12:42:11.811085Z
2388,testCaseEnded,/extern/Catch2/single_include/catch2/catch.hpp,testCaseEnded,/extern/Catch2/single_include/catch2/catch.hpp,testCaseEnded,Command,2026-05-22T12:42:11.812085Z
2389,printSummaryDivider,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,printSummaryDivider,Command,2026-05-22T12:42:11.813085Z
2390,printTotals,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,printTotals,Command,2026-05-22T12:42:11.814085Z
2391,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,Command,2026-05-22T12:42:11.815085Z
2392,printTotalsDivider,/extern/Catch2/single_include/catch2/catch.hpp,testRunEnded,/extern/Catch2/single_include/catch2/catch.hpp,printTotalsDivider,Command,2026-05-22T12:42:11.816085Z
2393,printTotals,/extern/Catch2/single_include/catch2/catch.hpp,testRunEnded,/extern/Catch2/single_include/catch2/catch.hpp,printTotals,Command,2026-05-22T12:42:11.817085Z
2394,testRunEnded,/extern/Catch2/single_include/catch2/catch.hpp,testRunEnded,/extern/Catch2/single_include/catch2/catch.hpp,testRunEnded,Command,2026-05-22T12:42:11.818085Z
2395,testRunStarting,/extern/Catch2/single_include/catch2/catch.hpp,testRunStarting,/extern/Catch2/single_include/catch2/catch.hpp,testRunStarting,Command,2026-05-22T12:42:11.819085Z
2396,printTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,testRunStarting,/extern/Catch2/single_include/catch2/catch.hpp,printTestFilters,Command,2026-05-22T12:42:11.820085Z
2397,close,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrint,/extern/Catch2/single_include/catch2/catch.hpp,close,Command,2026-05-22T12:42:11.821085Z
2398,lazyPrintWithoutClosingBenchmarkTable,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrint,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintWithoutClosingBenchmarkTable,Command,2026-05-22T12:42:11.822085Z
2399,lazyPrintRunInfo,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintWithoutClosingBenchmarkTable,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintRunInfo,Command,2026-05-22T12:42:11.823085Z
2400,lazyPrintGroupInfo,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintWithoutClosingBenchmarkTable,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintGroupInfo,Command,2026-05-22T12:42:11.824085Z
2401,printTestCaseAndSectionHeader,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintWithoutClosingBenchmarkTable,/extern/Catch2/single_include/catch2/catch.hpp,printTestCaseAndSectionHeader,Command,2026-05-22T12:42:11.825085Z
2402,getLineOfChars,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintRunInfo,/extern/Catch2/single_include/catch2/catch.hpp,getLineOfChars,Command,2026-05-22T12:42:11.826085Z
2403,libraryVersion,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintRunInfo,/extern/Catch2/single_include/catch2/catch.hpp,libraryVersion,Command,2026-05-22T12:42:11.827085Z
2404,libraryVersion,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintRunInfo,/extern/Catch2/single_include/catch2/catch.hpp,libraryVersion,Command,2026-05-22T12:42:11.828085Z
2405,rngSeed,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintRunInfo,/extern/Catch2/single_include/catch2/catch.hpp,rngSeed,Command,2026-05-22T12:42:11.829085Z
2406,printClosedHeader,/extern/Catch2/single_include/catch2/catch.hpp,lazyPrintGroupInfo,/extern/Catch2/single_include/catch2/catch.hpp,printClosedHeader,Command,2026-05-22T12:42:11.830085Z
2407,printOpenHeader,/extern/Catch2/single_include/catch2/catch.hpp,printTestCaseAndSectionHeader,/extern/Catch2/single_include/catch2/catch.hpp,printOpenHeader,Command,2026-05-22T12:42:11.831085Z
2408,printHeaderString,/extern/Catch2/single_include/catch2/catch.hpp,printTestCaseAndSectionHeader,/extern/Catch2/single_include/catch2/catch.hpp,printHeaderString,Command,2026-05-22T12:42:11.832085Z
2409,getLineOfChars,/extern/Catch2/single_include/catch2/catch.hpp,printTestCaseAndSectionHeader,/extern/Catch2/single_include/catch2/catch.hpp,getLineOfChars,Command,2026-05-22T12:42:11.833085Z
2410,printOpenHeader,/extern/Catch2/single_include/catch2/catch.hpp,printClosedHeader,/extern/Catch2/single_include/catch2/catch.hpp,printOpenHeader,Command,2026-05-22T12:42:11.834085Z
2411,getLineOfChars,/extern/Catch2/single_include/catch2/catch.hpp,printClosedHeader,/extern/Catch2/single_include/catch2/catch.hpp,getLineOfChars,Command,2026-05-22T12:42:11.835085Z
2412,getLineOfChars,/extern/Catch2/single_include/catch2/catch.hpp,printOpenHeader,/extern/Catch2/single_include/catch2/catch.hpp,getLineOfChars,Command,2026-05-22T12:42:11.836085Z
2413,printHeaderString,/extern/Catch2/single_include/catch2/catch.hpp,printOpenHeader,/extern/Catch2/single_include/catch2/catch.hpp,printHeaderString,Command,2026-05-22T12:42:11.837085Z
2414,indent,/extern/Catch2/single_include/catch2/catch.hpp,printHeaderString,/extern/Catch2/single_include/catch2/catch.hpp,indent,Command,2026-05-22T12:42:11.838085Z
2415,str,/extern/Catch2/single_include/catch2/catch.hpp,addRow,/extern/Catch2/single_include/catch2/catch.hpp,str,Command,2026-05-22T12:42:11.839085Z
2416,total,/extern/Catch2/single_include/catch2/catch.hpp,printTotals,/extern/Catch2/single_include/catch2/catch.hpp,total,Command,2026-05-22T12:42:11.840085Z
2417,allPassed,/extern/Catch2/single_include/catch2/catch.hpp,printTotals,/extern/Catch2/single_include/catch2/catch.hpp,allPassed,Command,2026-05-22T12:42:11.841085Z
2418,addRow,/extern/Catch2/single_include/catch2/catch.hpp,printTotals,/extern/Catch2/single_include/catch2/catch.hpp,addRow,Command,2026-05-22T12:42:11.842085Z
2419,printSummaryRow,/extern/Catch2/single_include/catch2/catch.hpp,printTotals,/extern/Catch2/single_include/catch2/catch.hpp,printSummaryRow,Command,2026-05-22T12:42:11.843085Z
2420,total,/extern/Catch2/single_include/catch2/catch.hpp,printTotalsDivider,/extern/Catch2/single_include/catch2/catch.hpp,total,Command,2026-05-22T12:42:11.844085Z
2421,makeRatio,/extern/Catch2/single_include/catch2/catch.hpp,printTotalsDivider,/extern/Catch2/single_include/catch2/catch.hpp,makeRatio,Command,2026-05-22T12:42:11.845085Z
2422,findMax,/extern/Catch2/single_include/catch2/catch.hpp,printTotalsDivider,/extern/Catch2/single_include/catch2/catch.hpp,findMax,Command,2026-05-22T12:42:11.846085Z
2423,allPassed,/extern/Catch2/single_include/catch2/catch.hpp,printTotalsDivider,/extern/Catch2/single_include/catch2/catch.hpp,allPassed,Command,2026-05-22T12:42:11.847085Z
2424,getLineOfChars,/extern/Catch2/single_include/catch2/catch.hpp,printSummaryDivider,/extern/Catch2/single_include/catch2/catch.hpp,getLineOfChars,Command,2026-05-22T12:42:11.848085Z
2425,hasFilters,/extern/Catch2/single_include/catch2/catch.hpp,printTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,hasFilters,Command,2026-05-22T12:42:11.849085Z
2426,testSpec,/extern/Catch2/single_include/catch2/catch.hpp,printTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,testSpec,Command,2026-05-22T12:42:11.850085Z
2427,getTestsOrTags,/extern/Catch2/single_include/catch2/catch.hpp,printTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,getTestsOrTags,Command,2026-05-22T12:42:11.851085Z
2428,serializeFilters,/extern/Catch2/single_include/catch2/catch.hpp,printTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,serializeFilters,Command,2026-05-22T12:42:11.852085Z
2429,serializeFilters,/extern/Catch2/single_include/catch2/catch.hpp,printTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,serializeFilters,Command,2026-05-22T12:42:11.853085Z
2430,str,/extern/Catch2/single_include/catch2/catch.hpp,formatDuration,/extern/Catch2/single_include/catch2/catch.hpp,str,Command,2026-05-22T12:42:11.854085Z
2431,CumulativeReporterBase,/extern/Catch2/single_include/catch2/catch.hpp,JunitReporter,/extern/Catch2/single_include/catch2/catch.hpp,CumulativeReporterBase,Command,2026-05-22T12:42:11.855085Z
2432,stream,/extern/Catch2/single_include/catch2/catch.hpp,JunitReporter,/extern/Catch2/single_include/catch2/catch.hpp,stream,Command,2026-05-22T12:42:11.856085Z
2433,testRunStarting,/extern/Catch2/single_include/catch2/catch.hpp,testRunStarting,/extern/Catch2/single_include/catch2/catch.hpp,testRunStarting,Command,2026-05-22T12:42:11.857085Z
2434,startElement,/extern/Catch2/single_include/catch2/catch.hpp,testRunStarting,/extern/Catch2/single_include/catch2/catch.hpp,startElement,Command,2026-05-22T12:42:11.858085Z
2435,start,/extern/Catch2/single_include/catch2/catch.hpp,testGroupStarting,/extern/Catch2/single_include/catch2/catch.hpp,start,Command,2026-05-22T12:42:11.859085Z
2436,testGroupStarting,/extern/Catch2/single_include/catch2/catch.hpp,testGroupStarting,/extern/Catch2/single_include/catch2/catch.hpp,testGroupStarting,Command,2026-05-22T12:42:11.860085Z
2437,okToFail,/extern/Catch2/single_include/catch2/catch.hpp,testCaseStarting,/extern/Catch2/single_include/catch2/catch.hpp,okToFail,Command,2026-05-22T12:42:11.861085Z
2438,getResultType,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,getResultType,Command,2026-05-22T12:42:11.862085Z
2439,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,/extern/Catch2/single_include/catch2/catch.hpp,assertionEnded,Command,2026-05-22T12:42:11.863085Z
2440,testCaseEnded,/extern/Catch2/single_include/catch2/catch.hpp,testCaseEnded,/extern/Catch2/single_include/catch2/catch.hpp,testCaseEnded,Command,2026-05-22T12:42:11.864085Z
2441,getElapsedSeconds,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,getElapsedSeconds,Command,2026-05-22T12:42:11.865085Z
2442,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,Command,2026-05-22T12:42:11.866085Z
2443,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,testGroupEnded,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,Command,2026-05-22T12:42:11.867085Z
2444,endElement,/extern/Catch2/single_include/catch2/catch.hpp,testRunEndedCumulative,/extern/Catch2/single_include/catch2/catch.hpp,endElement,Command,2026-05-22T12:42:11.868085Z
2445,scopedElement,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,scopedElement,Command,2026-05-22T12:42:11.869085Z
2446,writeAttribute,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,writeAttribute,Command,2026-05-22T12:42:11.870085Z
2447,writeAttribute,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,writeAttribute,Command,2026-05-22T12:42:11.871085Z
2448,total,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,total,Command,2026-05-22T12:42:11.872085Z
2449,showDurations,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,showDurations,Command,2026-05-22T12:42:11.873085Z
2450,formatDuration,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,formatDuration,Command,2026-05-22T12:42:11.874085Z
2451,getCurrentTimestamp,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,getCurrentTimestamp,Command,2026-05-22T12:42:11.875085Z
2452,hasTestFilters,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,hasTestFilters,Command,2026-05-22T12:42:11.876085Z
2453,rngSeed,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,rngSeed,Command,2026-05-22T12:42:11.877085Z
2454,getTestsOrTags,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,getTestsOrTags,Command,2026-05-22T12:42:11.878085Z
2455,serializeFilters,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,serializeFilters,Command,2026-05-22T12:42:11.879085Z
2456,serializeFilters,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,serializeFilters,Command,2026-05-22T12:42:11.880085Z
2457,writeTestCase,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,writeTestCase,Command,2026-05-22T12:42:11.881085Z
2458,trim,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,trim,Command,2026-05-22T12:42:11.882085Z
2459,trim,/extern/Catch2/single_include/catch2/catch.hpp,writeGroup,/extern/Catch2/single_include/catch2/catch.hpp,trim,Command,2026-05-22T12:42:11.883085Z
2460,fileNameTag,/extern/Catch2/single_include/catch2/catch.hpp,writeTestCase,/extern/Catch2/single_include/catch2/catch.hpp,fileNameTag,Command,2026-05-22T12:42:11.884085Z
2461,name,/extern/Catch2/single_include/catch2/catch.hpp,writeTestCase,/extern/Catch2/single_include/catch2/catch.hpp,name,Command,2026-05-22T12:42:11.885085Z
2462,okToFail,/extern/Catch2/single_include/catch2/catch.hpp,writeTestCase,/extern/Catch2/single_include/catch2/catch.hpp,okToFail,Command,2026-05-22T12:42:11.886085Z
2463,writeSection,/extern/Catch2/single_include/catch2/catch.hpp,writeTestCase,/extern/Catch2/single_include/catch2/catch.hpp,writeSection,Command,2026-05-22T12:42:11.887085Z
